date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:02:21	27267/27267	---MCZ	200	added ('OK')	text/html	date:Tue,%2021%20Aug%202018%2012:02:20%20GMT	https://demos.creative-tim.com/argon-design-system/docs/foundation/colors.html	/Users/michael/Desktop/CT/demos.creative-tim.com/argon-design-system/docs/foundation/colors.html	(from https://demos.creative-tim.com/argon-design-system/docs/getting-started/overview.html)
14:02:21	54767/54767	---MCZ	200	added ('OK')	text/html	date:Tue,%2021%20Aug%202018%2012:02:20%20GMT	https://demos.creative-tim.com/argon-design-system/docs/foundation/grid.html	/Users/michael/Desktop/CT/demos.creative-tim.com/argon-design-system/docs/foundation/grid.html	(from https://demos.creative-tim.com/argon-design-system/docs/getting-started/overview.html)
14:02:23	53392/53392	---MCZ	200	added ('OK')	text/html	date:Tue,%2021%20Aug%202018%2012:02:20%20GMT	https://demos.creative-tim.com/argon-design-system/docs/foundation/typography.html	/Users/michael/Desktop/CT/demos.creative-tim.com/argon-design-system/docs/foundation/typography.html	(from https://demos.creative-tim.com/argon-design-system/docs/getting-started/overview.html)
14:02:24	50709/50709	---MCZ	200	added ('OK')	text/html	date:Tue,%2021%20Aug%202018%2012:02:20%20GMT	https://demos.creative-tim.com/argon-design-system/docs/foundation/icons.html	/Users/michael/Desktop/CT/demos.creative-tim.com/argon-design-system/docs/foundation/icons.html	(from https://demos.creative-tim.com/argon-design-system/docs/getting-started/overview.html)
14:02:25	35398/35398	---MCZ	200	added ('OK')	text/html	date:Tue,%2021%20Aug%202018%2012:02:20%20GMT	https://demos.creative-tim.com/argon-design-system/docs/components/alerts.html	/Users/michael/Desktop/CT/demos.creative-tim.com/argon-design-system/docs/components/alerts.html	(from https://demos.creative-tim.com/argon-design-system/docs/getting-started/overview.html)
14:02:26	25783/25783	---MCZ	200	added ('OK')	text/html	date:Tue,%2021%20Aug%202018%2012:02:20%20GMT	https://demos.creative-tim.com/argon-design-system/docs/components/badge.html	/Users/michael/Desktop/CT/demos.creative-tim.com/argon-design-system/docs/components/badge.html	(from https://demos.creative-tim.com/argon-design-system/docs/getting-started/overview.html)
14:02:27	35465/35465	---MCZ	200	added ('OK')	text/html	date:Tue,%2021%20Aug%202018%2012:02:20%20GMT	https://demos.creative-tim.com/argon-design-system/docs/components/buttons.html	/Users/michael/Desktop/CT/demos.creative-tim.com/argon-design-system/docs/components/buttons.html	(from https://demos.creative-tim.com/argon-design-system/docs/getting-started/overview.html)
14:02:28	16260/16260	---MCZ	200	added ('OK')	text/html	date:Tue,%2021%20Aug%202018%2012:02:20%20GMT	https://demos.creative-tim.com/argon-design-system/docs/components/carousel.html	/Users/michael/Desktop/CT/demos.creative-tim.com/argon-design-system/docs/components/carousel.html	(from https://demos.creative-tim.com/argon-design-system/docs/getting-started/overview.html)
14:02:29	37706/37706	---MCZ	200	added ('OK')	text/html	date:Tue,%2021%20Aug%202018%2012:02:20%20GMT	https://demos.creative-tim.com/argon-design-system/docs/components/dropdowns.html	/Users/michael/Desktop/CT/demos.creative-tim.com/argon-design-system/docs/components/dropdowns.html	(from https://demos.creative-tim.com/argon-design-system/docs/getting-started/overview.html)
14:02:30	56176/56176	---MCZ	200	added ('OK')	text/html	date:Tue,%2021%20Aug%202018%2012:02:20%20GMT	https://demos.creative-tim.com/argon-design-system/docs/components/forms.html	/Users/michael/Desktop/CT/demos.creative-tim.com/argon-design-system/docs/components/forms.html	(from https://demos.creative-tim.com/argon-design-system/docs/getting-started/overview.html)
14:02:31	45842/45842	---MCZ	200	added ('OK')	text/html	date:Tue,%2021%20Aug%202018%2012:02:20%20GMT	https://demos.creative-tim.com/argon-design-system/docs/components/modal.html	/Users/michael/Desktop/CT/demos.creative-tim.com/argon-design-system/docs/components/modal.html	(from https://demos.creative-tim.com/argon-design-system/docs/getting-started/overview.html)
14:02:32	34808/34808	---MCZ	200	added ('OK')	text/html	date:Tue,%2021%20Aug%202018%2012:02:20%20GMT	https://demos.creative-tim.com/argon-design-system/docs/components/navs.html	/Users/michael/Desktop/CT/demos.creative-tim.com/argon-design-system/docs/components/navs.html	(from https://demos.creative-tim.com/argon-design-system/docs/getting-started/overview.html)
14:02:33	38237/38237	---MCZ	200	added ('OK')	text/html	date:Tue,%2021%20Aug%202018%2012:02:20%20GMT	https://demos.creative-tim.com/argon-design-system/docs/components/navbar.html	/Users/michael/Desktop/CT/demos.creative-tim.com/argon-design-system/docs/components/navbar.html	(from https://demos.creative-tim.com/argon-design-system/docs/getting-started/overview.html)
14:02:34	41535/41535	---MCZ	200	added ('OK')	text/html	date:Tue,%2021%20Aug%202018%2012:02:20%20GMT	https://demos.creative-tim.com/argon-design-system/docs/components/pagination.html	/Users/michael/Desktop/CT/demos.creative-tim.com/argon-design-system/docs/components/pagination.html	(from https://demos.creative-tim.com/argon-design-system/docs/getting-started/overview.html)
14:02:35	26008/26008	---MCZ	200	added ('OK')	text/html	date:Tue,%2021%20Aug%202018%2012:02:20%20GMT	https://demos.creative-tim.com/argon-design-system/docs/components/popovers.html	/Users/michael/Desktop/CT/demos.creative-tim.com/argon-design-system/docs/components/popovers.html	(from https://demos.creative-tim.com/argon-design-system/docs/getting-started/overview.html)
14:02:36	29841/29841	---MCZ	200	added ('OK')	text/html	date:Tue,%2021%20Aug%202018%2012:02:20%20GMT	https://demos.creative-tim.com/argon-design-system/docs/components/progress.html	/Users/michael/Desktop/CT/demos.creative-tim.com/argon-design-system/docs/components/progress.html	(from https://demos.creative-tim.com/argon-design-system/docs/getting-started/overview.html)
14:02:36	17716/17716	---MCZ	200	added ('OK')	text/html	date:Tue,%2021%20Aug%202018%2012:02:20%20GMT	https://demos.creative-tim.com/argon-design-system/docs/components/tooltips.html	/Users/michael/Desktop/CT/demos.creative-tim.com/argon-design-system/docs/components/tooltips.html	(from https://demos.creative-tim.com/argon-design-system/docs/getting-started/overview.html)
14:02:38	23453/23453	---MCZ	200	added ('OK')	text/html	date:Tue,%2021%20Aug%202018%2012:02:20%20GMT	https://demos.creative-tim.com/argon-design-system/docs/plugins/datepicker.html	/Users/michael/Desktop/CT/demos.creative-tim.com/argon-design-system/docs/plugins/datepicker.html	(from https://demos.creative-tim.com/argon-design-system/docs/getting-started/overview.html)
14:02:39	14770/14770	---MCZ	200	added ('OK')	text/html	date:Tue,%2021%20Aug%202018%2012:02:20%20GMT	https://demos.creative-tim.com/argon-design-system/docs/plugins/headroom.html	/Users/michael/Desktop/CT/demos.creative-tim.com/argon-design-system/docs/plugins/headroom.html	(from https://demos.creative-tim.com/argon-design-system/docs/getting-started/overview.html)
14:02:39	21377/21377	---MCZ	200	added ('OK')	text/html	date:Tue,%2021%20Aug%202018%2012:02:20%20GMT	https://demos.creative-tim.com/argon-design-system/docs/plugins/sliders.html	/Users/michael/Desktop/CT/demos.creative-tim.com/argon-design-system/docs/plugins/sliders.html	(from https://demos.creative-tim.com/argon-design-system/docs/getting-started/overview.html)
14:02:40	86659/86659	---M-Z	200	added ('OK')	application/javascript	etag:W/%225b7bff4c-15283%22	https://demos.creative-tim.com/argon-design-system/assets/vendor/jquery/jquery.min.js	/Users/michael/Desktop/CT/demos.creative-tim.com/argon-design-system/assets/vendor/jquery/jquery.min.js	(from https://demos.creative-tim.com/argon-design-system/docs/getting-started/overview.html)
14:02:41	18994/18994	---M-Z	200	added ('OK')	application/javascript	etag:W/%225b7bff4c-4a32%22	https://demos.creative-tim.com/argon-design-system/assets/vendor/popper/popper.min.js	/Users/michael/Desktop/CT/demos.creative-tim.com/argon-design-system/assets/vendor/popper/popper.min.js	(from https://demos.creative-tim.com/argon-design-system/docs/getting-started/overview.html)
14:02:42	51138/51138	---M-Z	200	added ('OK')	application/javascript	etag:W/%225b7bff4c-c7c2%22	https://demos.creative-tim.com/argon-design-system/assets/vendor/bootstrap/bootstrap.min.js	/Users/michael/Desktop/CT/demos.creative-tim.com/argon-design-system/assets/vendor/bootstrap/bootstrap.min.js	(from https://demos.creative-tim.com/argon-design-system/docs/getting-started/overview.html)
14:02:43	5359/5359	---M-Z	200	added ('OK')	application/javascript	etag:W/%225b7bff4c-14ef%22	https://demos.creative-tim.com/argon-design-system/assets/vendor/headroom/headroom.min.js	/Users/michael/Desktop/CT/demos.creative-tim.com/argon-design-system/assets/vendor/headroom/headroom.min.js	(from https://demos.creative-tim.com/argon-design-system/docs/getting-started/overview.html)
14:02:44	5374/5374	---M-Z	200	added ('OK')	application/javascript	etag:W/%225b7bff4c-14fe%22	https://demos.creative-tim.com/argon-design-system/assets/js/vendor/anchor.min.js	/Users/michael/Desktop/CT/demos.creative-tim.com/argon-design-system/assets/js/vendor/anchor.min.js	(from https://demos.creative-tim.com/argon-design-system/docs/getting-started/overview.html)
14:02:45	10523/10523	---M-Z	200	added ('OK')	application/javascript	etag:W/%225b7bff4c-291b%22	https://demos.creative-tim.com/argon-design-system/assets/js/vendor/clipboard.min.js	/Users/michael/Desktop/CT/demos.creative-tim.com/argon-design-system/assets/js/vendor/clipboard.min.js	(from https://demos.creative-tim.com/argon-design-system/docs/getting-started/overview.html)
14:02:46	31685/31685	---M-Z	200	added ('OK')	application/javascript	etag:W/%225b7bff4c-7bc5%22	https://demos.creative-tim.com/argon-design-system/assets/js/vendor/holder.min.js	/Users/michael/Desktop/CT/demos.creative-tim.com/argon-design-system/assets/js/vendor/holder.min.js	(from https://demos.creative-tim.com/argon-design-system/docs/getting-started/overview.html)
14:02:47	17177/17177	---M-Z	200	added ('OK')	application/javascript	etag:W/%225b7bff4c-4319%22	https://demos.creative-tim.com/argon-design-system/assets/js/vendor/prism.min.js	/Users/michael/Desktop/CT/demos.creative-tim.com/argon-design-system/assets/js/vendor/prism.min.js	(from https://demos.creative-tim.com/argon-design-system/docs/getting-started/overview.html)
14:02:48	2739/2739	---M-Z	200	added ('OK')	application/javascript	etag:W/%225b7bff4c-ab3%22	https://demos.creative-tim.com/argon-design-system/assets/js/docs.min.js	/Users/michael/Desktop/CT/demos.creative-tim.com/argon-design-system/assets/js/docs.min.js	(from https://demos.creative-tim.com/argon-design-system/docs/getting-started/overview.html)
14:02:49	3224/3224	---M-Z	200	added ('OK')	application/javascript	etag:W/%225b7bff4c-c98%22	https://demos.creative-tim.com/argon-design-system/assets/js/argon.min.js	/Users/michael/Desktop/CT/demos.creative-tim.com/argon-design-system/assets/js/argon.min.js	(from https://demos.creative-tim.com/argon-design-system/docs/getting-started/overview.html)
14:02:50	229005/229005	---M-Z	200	added ('OK')	text/css	etag:W/%225b7bff4c-37e8d%22	https://demos.creative-tim.com/argon-design-system/assets/css/argon.min.css?v=1.0.1	/Users/michael/Desktop/CT/demos.creative-tim.com/argon-design-system/assets/css/argon.minf700.css	(from https://demos.creative-tim.com/argon-design-system/index.html)
14:02:51	7883/7883	---M--	200	added ('OK')	image/png	etag:%225b7bff4c-1ecb%22	https://demos.creative-tim.com/argon-design-system/assets/img/brand/blue.png	/Users/michael/Desktop/CT/demos.creative-tim.com/argon-design-system/assets/img/brand/blue.png	(from https://demos.creative-tim.com/argon-design-system/index.html)
14:02:53	41463/41463	---MCZ	200	added ('OK')	text/html	date:Tue,%2021%20Aug%202018%2012:02:20%20GMT	https://demos.creative-tim.com/argon-design-system/examples/landing.html	/Users/michael/Desktop/CT/demos.creative-tim.com/argon-design-system/examples/landing.html	(from https://demos.creative-tim.com/argon-design-system/index.html)
14:02:54	18365/18365	---MCZ	200	added ('OK')	text/html	date:Tue,%2021%20Aug%202018%2012:02:20%20GMT	https://demos.creative-tim.com/argon-design-system/examples/profile.html	/Users/michael/Desktop/CT/demos.creative-tim.com/argon-design-system/examples/profile.html	(from https://demos.creative-tim.com/argon-design-system/index.html)
14:02:55	18601/18601	---MCZ	200	added ('OK')	text/html	date:Tue,%2021%20Aug%202018%2012:02:20%20GMT	https://demos.creative-tim.com/argon-design-system/examples/login.html	/Users/michael/Desktop/CT/demos.creative-tim.com/argon-design-system/examples/login.html	(from https://demos.creative-tim.com/argon-design-system/index.html)
14:02:56	19100/19100	---MCZ	200	added ('OK')	text/html	date:Tue,%2021%20Aug%202018%2012:02:20%20GMT	https://demos.creative-tim.com/argon-design-system/examples/register.html	/Users/michael/Desktop/CT/demos.creative-tim.com/argon-design-system/examples/register.html	(from https://demos.creative-tim.com/argon-design-system/index.html)
14:02:56	51328/51328	---M--	200	added ('OK')	image/png	etag:%225b7bff4c-c880%22	https://demos.creative-tim.com/argon-design-system/assets/img/brand/creativetim-white-slim.png	/Users/michael/Desktop/CT/demos.creative-tim.com/argon-design-system/assets/img/brand/creativetim-white-slim.png	(from https://demos.creative-tim.com/argon-design-system/index.html)
14:02:58	166436/166436	---M--	200	added ('OK')	image/jpeg	etag:%225b7bff4c-28a24%22	https://demos.creative-tim.com/argon-design-system/assets/img/theme/team-1-800x800.jpg	/Users/michael/Desktop/CT/demos.creative-tim.com/argon-design-system/assets/img/theme/team-1-800x800.jpg	(from https://demos.creative-tim.com/argon-design-system/index.html)
14:02:59	266315/266315	---M--	200	added ('OK')	image/jpeg	etag:%225b7bff4c-4104b%22	https://demos.creative-tim.com/argon-design-system/assets/img/theme/team-2-800x800.jpg	/Users/michael/Desktop/CT/demos.creative-tim.com/argon-design-system/assets/img/theme/team-2-800x800.jpg	(from https://demos.creative-tim.com/argon-design-system/index.html)
14:03:00	173325/173325	---M--	200	added ('OK')	image/jpeg	etag:%225b7bff4c-2a50d%22	https://demos.creative-tim.com/argon-design-system/assets/img/theme/team-3-800x800.jpg	/Users/michael/Desktop/CT/demos.creative-tim.com/argon-design-system/assets/img/theme/team-3-800x800.jpg	(from https://demos.creative-tim.com/argon-design-system/index.html)
14:03:01	124734/124734	---M--	200	added ('OK')	image/jpeg	etag:%225b7bff4c-1e73e%22	https://demos.creative-tim.com/argon-design-system/assets/img/theme/team-4-800x800.jpg	/Users/michael/Desktop/CT/demos.creative-tim.com/argon-design-system/assets/img/theme/team-4-800x800.jpg	(from https://demos.creative-tim.com/argon-design-system/index.html)
14:03:01	2153/2153	---M-Z	200	added ('OK')	image/svg+xml	etag:W/%225b7bff4c-869%22	https://demos.creative-tim.com/argon-design-system/assets/img/icons/common/github.svg	/Users/michael/Desktop/CT/demos.creative-tim.com/argon-design-system/assets/img/icons/common/github.svg	(from https://demos.creative-tim.com/argon-design-system/index.html)
14:03:02	2216/2216	---M-Z	200	added ('OK')	image/svg+xml	etag:W/%225b7bff4c-8a8%22	https://demos.creative-tim.com/argon-design-system/assets/img/icons/common/google.svg	/Users/michael/Desktop/CT/demos.creative-tim.com/argon-design-system/assets/img/icons/common/google.svg	(from https://demos.creative-tim.com/argon-design-system/index.html)
14:03:04	223286/223286	---M--	200	added ('OK')	image/jpeg	etag:%225b7bff4c-36836%22	https://demos.creative-tim.com/argon-design-system/assets/img/theme/img-1-1200x1000.jpg	/Users/michael/Desktop/CT/demos.creative-tim.com/argon-design-system/assets/img/theme/img-1-1200x1000.jpg	(from https://demos.creative-tim.com/argon-design-system/index.html)
14:03:05	219925/219925	---M--	200	added ('OK')	image/jpeg	etag:%225b7bff4c-35b15%22	https://demos.creative-tim.com/argon-design-system/assets/img/theme/img-2-1200x1000.jpg	/Users/michael/Desktop/CT/demos.creative-tim.com/argon-design-system/assets/img/theme/img-2-1200x1000.jpg	(from https://demos.creative-tim.com/argon-design-system/index.html)
14:03:06	137336/137336	---M--	200	added ('OK')	image/jpeg	etag:%225b7bff4c-21878%22	https://demos.creative-tim.com/argon-design-system/assets/img/theme/landing.jpg	/Users/michael/Desktop/CT/demos.creative-tim.com/argon-design-system/assets/img/theme/landing.jpg	(from https://demos.creative-tim.com/argon-design-system/index.html)
14:03:06	108543/108543	---M--	200	added ('OK')	image/jpeg	etag:%225b7bff4c-1a7ff%22	https://demos.creative-tim.com/argon-design-system/assets/img/theme/profile.jpg	/Users/michael/Desktop/CT/demos.creative-tim.com/argon-design-system/assets/img/theme/profile.jpg	(from https://demos.creative-tim.com/argon-design-system/index.html)
14:03:07	3938/3938	---M-Z	200	added ('OK')	application/javascript	etag:W/%225b7bff4c-f62%22	https://demos.creative-tim.com/argon-design-system/assets/vendor/onscreen/onscreen.min.js	/Users/michael/Desktop/CT/demos.creative-tim.com/argon-design-system/assets/vendor/onscreen/onscreen.min.js	(from https://demos.creative-tim.com/argon-design-system/index.html)
14:03:08	22052/22052	---M-Z	200	added ('OK')	application/javascript	etag:W/%225b7bff4c-5624%22	https://demos.creative-tim.com/argon-design-system/assets/vendor/nouislider/js/nouislider.min.js	/Users/michael/Desktop/CT/demos.creative-tim.com/argon-design-system/assets/vendor/nouislider/js/nouislider.min.js	(from https://demos.creative-tim.com/argon-design-system/index.html)
14:03:09	33599/33599	---M-Z	200	added ('OK')	application/javascript	etag:W/%225b7bff4c-833f%22	https://demos.creative-tim.com/argon-design-system/assets/vendor/bootstrap-datepicker/js/bootstrap-datepicker.min.js	/Users/michael/Desktop/CT/demos.creative-tim.com/argon-design-system/assets/vendor/bootstrap-datepicker/js/bootstrap-datepicker.min.js	(from https://demos.creative-tim.com/argon-design-system/index.html)
14:03:10	3224/3224	---M-Z	200	added ('OK')	application/javascript	etag:W/%225b7bff4c-c98%22	https://demos.creative-tim.com/argon-design-system/assets/js/argon.min.js?v=1.0.1	/Users/michael/Desktop/CT/demos.creative-tim.com/argon-design-system/assets/js/argon.minf700.js	(from https://demos.creative-tim.com/argon-design-system/index.html)
14:03:11	18516/18516	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%225b7bff4c-4854%22	https://demos.creative-tim.com/argon-design-system/assets/vendor/nucleo/fonts/nucleo-icons.eot	/Users/michael/Desktop/CT/demos.creative-tim.com/argon-design-system/assets/vendor/nucleo/fonts/nucleo-icons.eot	(from https://demos.creative-tim.com/argon-design-system/assets/vendor/nucleo/css/nucleo.css)
14:03:12	8580/8580	---M--	200	added ('OK')	font/woff2	etag:%225b7bff4c-2184%22	https://demos.creative-tim.com/argon-design-system/assets/vendor/nucleo/fonts/nucleo-icons.woff2	/Users/michael/Desktop/CT/demos.creative-tim.com/argon-design-system/assets/vendor/nucleo/fonts/nucleo-icons.woff2	(from https://demos.creative-tim.com/argon-design-system/assets/vendor/nucleo/css/nucleo.css)
14:03:13	10220/10220	---M--	200	added ('OK')	font/woff	etag:%225b7bff4c-27ec%22	https://demos.creative-tim.com/argon-design-system/assets/vendor/nucleo/fonts/nucleo-icons.woff	/Users/michael/Desktop/CT/demos.creative-tim.com/argon-design-system/assets/vendor/nucleo/fonts/nucleo-icons.woff	(from https://demos.creative-tim.com/argon-design-system/assets/vendor/nucleo/css/nucleo.css)
14:03:14	18292/18292	---MCZ	200	added ('OK')	font/ttf	etag:W/%225b7bff4c-4774%22	https://demos.creative-tim.com/argon-design-system/assets/vendor/nucleo/fonts/nucleo-icons.ttf	/Users/michael/Desktop/CT/demos.creative-tim.com/argon-design-system/assets/vendor/nucleo/fonts/nucleo-icons.ttf	(from https://demos.creative-tim.com/argon-design-system/assets/vendor/nucleo/css/nucleo.css)
14:03:15	126098/126098	---M-Z	200	added ('OK')	image/svg+xml	etag:W/%225b7bff4c-1ec92%22	https://demos.creative-tim.com/argon-design-system/assets/vendor/nucleo/fonts/nucleo-icons.svg	/Users/michael/Desktop/CT/demos.creative-tim.com/argon-design-system/assets/vendor/nucleo/fonts/nucleo-icons.svg	(from https://demos.creative-tim.com/argon-design-system/assets/vendor/nucleo/css/nucleo.css)
14:03:16	165742/165742	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%225b7bff4c-2876e%22	https://demos.creative-tim.com/argon-design-system/assets/vendor/font-awesome/fonts/fontawesome-webfont.eot?v=4.7.0	/Users/michael/Desktop/CT/demos.creative-tim.com/argon-design-system/assets/vendor/font-awesome/fonts/fontawesome-webfont3e6e.eot	(from https://demos.creative-tim.com/argon-design-system/assets/vendor/font-awesome/css/font-awesome.min.css)
14:03:17	165742/165742	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%225b7bff4c-2876e%22	https://demos.creative-tim.com/argon-design-system/assets/vendor/font-awesome/fonts/fontawesome-webfont.eot?	/Users/michael/Desktop/CT/demos.creative-tim.com/argon-design-system/assets/vendor/font-awesome/fonts/fontawesome-webfontd41d.eot	(from https://demos.creative-tim.com/argon-design-system/assets/vendor/font-awesome/css/font-awesome.min.css)
14:03:18	77160/77160	---M--	200	added ('OK')	font/woff2	etag:%225b7bff4c-12d68%22	https://demos.creative-tim.com/argon-design-system/assets/vendor/font-awesome/fonts/fontawesome-webfont.woff2?v=4.7.0	/Users/michael/Desktop/CT/demos.creative-tim.com/argon-design-system/assets/vendor/font-awesome/fonts/fontawesome-webfont3e6e.woff2	(from https://demos.creative-tim.com/argon-design-system/assets/vendor/font-awesome/css/font-awesome.min.css)
14:03:19	98024/98024	---M--	200	added ('OK')	font/woff	etag:%225b7bff4c-17ee8%22	https://demos.creative-tim.com/argon-design-system/assets/vendor/font-awesome/fonts/fontawesome-webfont.woff?v=4.7.0	/Users/michael/Desktop/CT/demos.creative-tim.com/argon-design-system/assets/vendor/font-awesome/fonts/fontawesome-webfont3e6e.woff	(from https://demos.creative-tim.com/argon-design-system/assets/vendor/font-awesome/css/font-awesome.min.css)
14:03:21	165548/165548	---MCZ	200	added ('OK')	font/ttf	etag:W/%225b7bff4c-286ac%22	https://demos.creative-tim.com/argon-design-system/assets/vendor/font-awesome/fonts/fontawesome-webfont.ttf?v=4.7.0	/Users/michael/Desktop/CT/demos.creative-tim.com/argon-design-system/assets/vendor/font-awesome/fonts/fontawesome-webfont3e6e.ttf	(from https://demos.creative-tim.com/argon-design-system/assets/vendor/font-awesome/css/font-awesome.min.css)
14:03:23	9339/9339	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2028%20May%202019%2021:03:22%20GMT	https://demos.creative-tim.com/argon-design-system/docs/foundation/argon-design-system/docs//utilities/display/	/Users/michael/Desktop/CT/demos.creative-tim.com/argon-design-system/docs/foundation/argon-design-system/docs/utilities/display/index.html	(from https://demos.creative-tim.com/argon-design-system/docs/foundation/grid.html)
